Coverage;Discr.;patType;ov;un;finKmin;finKmax;maxNbPat;patPreference;obj;PCR;DC;IPC;Size;Other
50;30;pat;20;20;2;15;5;2;9;0.58;0.58;1.0;5;[]
50;30;pat;20;20;2;15;5;3;9;0.58;0.58;1.0;5;[]
50;30;pat;20;20;3;15;5;-1;9;0.58;0.58;1.0;5;[]
50;30;pat;20;20;3;15;5;0;9;0.58;0.58;1.0;5;[]
50;30;pat;20;20;3;15;5;1;9;0.58;0.58;1.0;5;[]
50;30;pat;20;20;3;15;5;2;9;0.58;0.58;1.0;5;[]
50;30;pat;20;20;3;15;5;3;9;0.58;0.58;1.0;5;[]
50;10;tag;20;20;2;15;5;-1;9;;;;;
50;10;tag;20;20;2;15;5;0;9;;;;;
50;10;tag;20;20;2;15;5;1;9;;;;;
50;10;tag;20;20;2;15;5;2;9;;;;;
50;10;tag;20;20;2;15;5;3;9;;;;;
50;10;tag;20;20;3;15;5;-1;9;;;;;
50;10;tag;20;20;3;15;5;0;9;;;;;
50;10;tag;20;20;3;15;5;1;9;;;;;
50;10;tag;20;20;3;15;5;2;9;;;;;
50;10;tag;20;20;3;15;5;3;9;;;;;
50;30;tag;20;20;2;15;5;-1;9;0.84;0.84;0.94;4;[]
50;30;tag;20;20;2;15;5;0;9;0.84;0.84;0.94;4;[]
50;30;tag;20;20;2;15;5;1;9;0.84;0.84;0.94;4;[]
50;30;tag;20;20;2;15;5;2;9;0.84;0.84;0.94;4;[]
50;30;tag;20;20;2;15;5;3;9;0.84;0.84;0.94;4;[]
50;30;tag;20;20;3;15;5;-1;9;0.84;0.84;0.94;4;[]
50;30;tag;20;20;3;15;5;0;9;0.84;0.84;0.94;4;[]
50;30;tag;20;20;3;15;5;1;9;0.84;0.84;0.94;4;[]
50;30;tag;20;20;3;15;5;2;9;0.84;0.84;0.94;4;[]
50;30;tag;20;20;3;15;5;3;9;0.84;0.84;0.94;4;[]
70;10;pat;20;20;2;15;5;-1;9;;;;;
70;10;pat;20;20;2;15;5;0;9;0.88;0.93;1.0;6;[]
70;10;pat;20;20;2;15;5;1;9;0.86;0.9;1.0;6;[]
70;10;pat;20;20;2;15;5;2;9;0.86;0.9;1.0;6;[]
70;10;pat;20;20;2;15;5;3;9;0.86;0.9;1.0;6;[]
70;10;pat;20;20;3;15;5;-1;9;0.88;0.93;1.0;6;[]
70;10;pat;20;20;3;15;5;0;9;0.88;0.93;1.0;6;[]
70;10;pat;20;20;3;15;5;1;9;0.86;0.9;1.0;6;[]
70;10;pat;20;20;3;15;5;2;9;0.86;0.9;1.0;6;[]
70;10;pat;20;20;3;15;5;3;9;0.86;0.9;1.0;6;[]
70;30;pat;20;20;2;15;5;-1;9;0.81;0.84;0.93;5;[]
70;30;pat;20;20;2;15;5;0;9;0.81;0.84;0.93;5;[]
70;30;pat;20;20;2;15;5;1;9;0.77;0.81;0.94;5;[]
70;30;pat;20;20;2;15;5;2;9;0.81;0.84;0.93;5;[]
70;30;pat;20;20;2;15;5;3;9;0.86;0.89;0.94;5;[]
70;30;pat;20;20;3;15;5;-1;9;0.81;0.84;0.93;5;[]
70;30;pat;20;20;3;15;5;0;9;0.81;0.84;0.93;5;[]
70;30;pat;20;20;3;15;5;1;9;0.77;0.81;0.94;5;[]
70;30;pat;20;20;3;15;5;2;9;0.81;0.84;0.93;5;[]
70;30;pat;20;20;3;15;5;3;9;0.81;0.84;0.93;5;[]
70;50;pat;20;20;2;15;5;-1;9;0.8;0.85;0.93;5;[]
70;50;pat;20;20;2;15;5;0;9;0.8;0.85;0.93;5;[]
70;50;pat;20;20;2;15;5;1;9;0.79;0.85;0.94;5;[]
70;50;pat;20;20;2;15;5;2;9;0.86;0.9;0.94;5;[]
70;50;pat;20;20;2;15;5;3;9;0.8;0.85;0.93;5;[]
70;50;pat;20;20;3;15;5;-1;9;0.8;0.85;0.94;5;[]
70;50;pat;20;20;3;15;5;0;9;0.8;0.85;0.93;5;[]
70;50;pat;20;20;3;15;5;1;9;0.79;0.85;0.94;5;[]
70;50;pat;20;20;3;15;5;2;9;0.86;0.9;0.94;5;[]
70;50;pat;20;20;3;15;5;3;9;0.85;0.9;0.95;5;[]
70;10;tag;20;20;2;15;5;-1;9;;;;;
70;10;tag;20;20;2;15;5;0;9;;;;;
70;10;tag;20;20;2;15;5;1;9;;;;;
70;10;tag;20;20;2;15;5;2;9;;;;;
70;10;tag;20;20;2;15;5;3;9;;;;;
70;10;tag;20;20;3;15;5;-1;9;;;;;
70;10;tag;20;20;3;15;5;0;9;;;;;
70;10;tag;20;20;3;15;5;1;9;;;;;
70;10;tag;20;20;3;15;5;2;9;;;;;
70;10;tag;20;20;3;15;5;3;9;;;;;
70;30;tag;20;20;2;15;5;-1;9;;;;;
70;30;tag;20;20;2;15;5;0;9;;;;;
70;30;tag;20;20;2;15;5;1;9;;;;;
70;30;tag;20;20;2;15;5;2;9;;;;;
70;30;tag;20;20;2;15;5;3;9;;;;;
70;30;tag;20;20;3;15;5;-1;9;;;;;
70;30;tag;20;20;3;15;5;0;9;;;;;
70;30;tag;20;20;3;15;5;1;9;;;;;
70;30;tag;20;20;3;15;5;2;9;;;;;
70;30;tag;20;20;3;15;5;3;9;;;;;
70;50;tag;20;20;2;15;5;-1;9;0.88;0.88;0.9;4;[]
70;50;tag;20;20;2;15;5;0;9;0.88;0.88;0.9;4;[]
70;50;tag;20;20;2;15;5;1;9;0.88;0.88;0.9;4;[]
70;50;tag;20;20;2;15;5;2;9;0.88;0.88;0.9;4;[]
70;50;tag;20;20;2;15;5;3;9;0.88;0.88;0.9;4;[]
70;50;tag;20;20;3;15;5;-1;9;0.88;0.88;0.9;4;[]
70;50;tag;20;20;3;15;5;0;9;0.88;0.88;0.9;4;[]
70;50;tag;20;20;3;15;5;1;9;0.88;0.88;0.9;4;[]
70;50;tag;20;20;3;15;5;2;9;0.88;0.88;0.9;4;[]
70;50;tag;20;20;3;15;5;3;9;0.88;0.88;0.9;4;[]
